id,reviewer_id,sample_id,smell,severity,review_timestamp,type,code_name,repository,commit_hash,path,start_line,end_line,link,is_from_industry_relevant_project
6625,3,3764238,blob,major,50:46.5,class,com.amazon.pay.response.parser.Parser,git@github.com:amzn/amazon-pay-sdk-java.git,5a3547d00c796aab8f0c8ac12e0310f7a5c4678a,/src/com/amazon/pay/response/parser/Parser.java,57,252,https://github.com/amzn/amazon-pay-sdk-java/blob/5a3547d00c796aab8f0c8ac12e0310f7a5c4678a/src/com/amazon/pay/response/parser/Parser.java/#L57-L252,1
6633,3,3970015,blob,major,51:28.7,class,org.apache.aurora.scheduler.log.mesos.MesosLog.LogStream,git@github.com:apache/aurora.git,6ec953f27f7f80366d6bf4c8e7cba0e62a874753,/src/main/java/org/apache/aurora/scheduler/log/mesos/MesosLog.java,145,393,https://github.com/apache/aurora/blob/6ec953f27f7f80366d6bf4c8e7cba0e62a874753/src/main/java/org/apache/aurora/scheduler/log/mesos/MesosLog.java/#L145-L393,1
6652,3,4452794,blob,major,56:25.8,class,org.apache.drill.exec.memory.AllocationManager,git@github.com:apache/drill.git,5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3,/exec/memory/base/src/main/java/org/apache/drill/exec/memory/AllocationManager.java,60,451,https://github.com/apache/drill/blob/5e2251a9fd659b81ebfcd6702ee4ee16b3f7b6b3/exec/memory/base/src/main/java/org/apache/drill/exec/memory/AllocationManager.java/#L60-L451,1
6664,3,8779111,blob,major,03:18.6,class,org.apache.hadoop.metrics2.impl.MetricsSystemImpl,git@github.com:apache/hadoop-common.git,42a61a4fbc88303913c4681f0d40ffcc737e70b5,/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/impl/MetricsSystemImpl.java,69,601,https://github.com/apache/hadoop-common/blob/42a61a4fbc88303913c4681f0d40ffcc737e70b5/hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/metrics2/impl/MetricsSystemImpl.java/#L69-L601,0
6669,3,6732448,blob,major,04:13.0,class,org.eclipse.wst.html.ui.internal.preferences.ui.HTMLSourcePreferencePage,git@github.com:eclipse/webtools.sourceediting.git,fe6d03fa6ca31c9e5ebeba67b32f14d14335657d,/web/bundles/org.eclipse.wst.html.ui/src/org/eclipse/wst/html/ui/internal/preferences/ui/HTMLSourcePreferencePage.java,70,520,https://github.com/eclipse/webtools.sourceediting/blob/fe6d03fa6ca31c9e5ebeba67b32f14d14335657d/web/bundles/org.eclipse.wst.html.ui/src/org/eclipse/wst/html/ui/internal/preferences/ui/HTMLSourcePreferencePage.java/#L70-L520,1
6676,3,7350370,blob,critical,07:03.2,class,com.microsoft.tfs.core.clients.workitem.internal.wiqlparse.Scanner,git@github.com:Microsoft/team-explorer-everywhere.git,89ab2a4847aec8ec2afdf36c3f6287dd03bd558d,/source/com.microsoft.tfs.core/src/com/microsoft/tfs/core/clients/workitem/internal/wiqlparse/Scanner.java,9,514,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.core/src/com/microsoft/tfs/core/clients/workitem/internal/wiqlparse/Scanner.java/#L9-L514,1
6698,3,5354426,blob,major,09:18.1,class,org.apache.nifi.web.api.dto.RemoteProcessGroupDTO,git@github.com:apache/nifi.git,c8eff590efa3babcda0b755009224dcac168708b,/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-client-dto/src/main/java/org/apache/nifi/web/api/dto/RemoteProcessGroupDTO.java,30,405,https://github.com/apache/nifi/blob/c8eff590efa3babcda0b755009224dcac168708b/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-client-dto/src/main/java/org/apache/nifi/web/api/dto/RemoteProcessGroupDTO.java/#L30-L405,1
6714,3,9484836,blob,major,11:31.2,class,org.apache.hadoop.hdfs.server.namenode.INodeReference.WithName,git@github.com:apache/hadoop.git,128dd91e10080bdcbcd7d555fa3c4105e55a6b51,/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/INodeReference.java,466,619,https://github.com/apache/hadoop/blob/128dd91e10080bdcbcd7d555fa3c4105e55a6b51/hadoop-hdfs-project/hadoop-hdfs/src/main/java/org/apache/hadoop/hdfs/server/namenode/INodeReference.java/#L466-L619,1
6846,3,9524185,blob,major,59:30.7,class,org.apache.hadoop.tools.rumen.Job20LineHistoryEventEmitter,git@github.com:apache/hadoop.git,128dd91e10080bdcbcd7d555fa3c4105e55a6b51,/hadoop-tools/hadoop-rumen/src/main/java/org/apache/hadoop/tools/rumen/Job20LineHistoryEventEmitter.java,39,277,https://github.com/apache/hadoop/blob/128dd91e10080bdcbcd7d555fa3c4105e55a6b51/hadoop-tools/hadoop-rumen/src/main/java/org/apache/hadoop/tools/rumen/Job20LineHistoryEventEmitter.java/#L39-L277,1
6890,3,9309376,blob,major,03:55.4,class,java.nio.file.Files,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb,/src/java.base/share/classes/java/nio/file/Files.java,93,4203,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.base/share/classes/java/nio/file/Files.java/#L93-L4203,1
6893,3,4034686,blob,critical,05:47.3,class,org.apache.beam.sdk.options.PipelineOptionsFactory,git@github.com:apache/beam.git,a956ff77a8448e5f2c12f6695fec608348b5ab60,/sdks/java/core/src/main/java/org/apache/beam/sdk/options/PipelineOptionsFactory.java,115,1931,https://github.com/apache/beam/blob/a956ff77a8448e5f2c12f6695fec608348b5ab60/sdks/java/core/src/main/java/org/apache/beam/sdk/options/PipelineOptionsFactory.java/#L115-L1931,1
6905,3,3786480,blob,major,06:17.2,class,com.google.android.exoplayer2.ext.okhttp.OkHttpDataSource,git@github.com:amzn/exoplayer-amazon-port.git,90cf56092dca07e8752f8f7e063a0b3b98313942,/extensions/okhttp/src/main/java/com/google/android/exoplayer2/ext/okhttp/OkHttpDataSource.java,48,389,https://github.com/amzn/exoplayer-amazon-port/blob/90cf56092dca07e8752f8f7e063a0b3b98313942/extensions/okhttp/src/main/java/com/google/android/exoplayer2/ext/okhttp/OkHttpDataSource.java/#L48-L389,0.5
6926,3,7093849,blob,critical,12:26.8,class,android.icu.impl.duration.impl.PeriodFormatterData,git@github.com:google/j2objc.git,471504a735b48d5d4ace51afa1542cc4790a921a,/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/duration/impl/PeriodFormatterData.java,37,676,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/impl/duration/impl/PeriodFormatterData.java/#L37-L676,1
6935,3,5141876,blob,critical,13:26.7,class,org.apache.maven.plugins.pmd.AbstractPmdReport,git@github.com:apache/maven-plugins.git,a007e769ed5825774d5c31ec06c0013c8ee2b4d4,/maven-pmd-plugin/src/main/java/org/apache/maven/plugins/pmd/AbstractPmdReport.java,52,553,https://github.com/apache/maven-plugins/blob/a007e769ed5825774d5c31ec06c0013c8ee2b4d4/maven-pmd-plugin/src/main/java/org/apache/maven/plugins/pmd/AbstractPmdReport.java/#L52-L553,1
6976,3,9111878,blob,major,17:20.7,class,org.eclipse.birt.report.designer.internal.ui.swt.custom.TabbedPropertyList.ListElement,git@github.com:eclipse/birt.git,f89264810347de98702db45386a822aabc0fadbf,/UI/org.eclipse.birt.report.designer.ui/src/org/eclipse/birt/report/designer/internal/ui/swt/custom/TabbedPropertyList.java,116,325,https://github.com/eclipse/birt/blob/f89264810347de98702db45386a822aabc0fadbf/UI/org.eclipse.birt.report.designer.ui/src/org/eclipse/birt/report/designer/internal/ui/swt/custom/TabbedPropertyList.java/#L116-L325,1
7006,3,7638207,blob,critical,19:10.4,class,org.springframework.ide.eclipse.boot.launch.cli.CloudCliServiceLaunchConfigurationDelegate,git@github.com:spring-projects/spring-ide.git,915fe9bffd50db45ee0b8fb993416e45dee68179,/plugins/org.springframework.ide.eclipse.boot.launch/src/org/springframework/ide/eclipse/boot/launch/cli/CloudCliServiceLaunchConfigurationDelegate.java,54,297,https://github.com/spring-projects/spring-ide/blob/915fe9bffd50db45ee0b8fb993416e45dee68179/plugins/org.springframework.ide.eclipse.boot.launch/src/org/springframework/ide/eclipse/boot/launch/cli/CloudCliServiceLaunchConfigurationDelegate.java/#L54-L297,1
7014,3,9367707,blob,major,19:50.4,class,javax.xml.xpath.XPathFactoryFinder,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb,/src/java.xml/share/classes/javax/xml/xpath/XPathFactoryFinder.java,46,357,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.xml/share/classes/javax/xml/xpath/XPathFactoryFinder.java/#L46-L357,1
7028,3,6860284,blob,major,21:01.9,class,com.google.errorprone.refaster.UPlaceholderExpression,git@github.com:google/error-prone.git,61cb540c08ec63faa56dccce00049cff1f8b41ea,/core/src/main/java/com/google/errorprone/refaster/UPlaceholderExpression.java,45,201,https://github.com/google/error-prone/blob/61cb540c08ec63faa56dccce00049cff1f8b41ea/core/src/main/java/com/google/errorprone/refaster/UPlaceholderExpression.java/#L45-L201,1
7038,3,4214220,blob,major,22:20.2,class,org.apache.bsf.util.event.generator.EventAdapterGenerator,git@github.com:apache/commons-bsf.git,88b2601a3caecc32aba38f2b3980d646e9a1b698,/src/main/java/org/apache/bsf/util/event/generator/EventAdapterGenerator.java,46,606,https://github.com/apache/commons-bsf/blob/88b2601a3caecc32aba38f2b3980d646e9a1b698/src/main/java/org/apache/bsf/util/event/generator/EventAdapterGenerator.java/#L46-L606,1
7072,3,9474095,blob,major,26:37.0,class,org.apache.hadoop.yarn.service.provider.AbstractClientProvider,git@github.com:apache/hadoop.git,128dd91e10080bdcbcd7d555fa3c4105e55a6b51,/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-services/hadoop-yarn-services-core/src/main/java/org/apache/hadoop/yarn/service/provider/AbstractClientProvider.java,38,150,https://github.com/apache/hadoop/blob/128dd91e10080bdcbcd7d555fa3c4105e55a6b51/hadoop-yarn-project/hadoop-yarn/hadoop-yarn-applications/hadoop-yarn-services/hadoop-yarn-services-core/src/main/java/org/apache/hadoop/yarn/service/provider/AbstractClientProvider.java/#L38-L150,1
7107,5,6858059,blob,major,35:54.9,class,com.google.security.zynamics.binnavi.standardplugins.callresolver.CallResolverDialog,git@github.com:google/binnavi.git,8e0aef41402db6c6ecb2a26bb943bbbc5fd989b2,/src/main/java/com/google/security/zynamics/binnavi/standardplugins/callresolver/CallResolverDialog.java,58,571,https://github.com/google/binnavi/blob/8e0aef41402db6c6ecb2a26bb943bbbc5fd989b2/src/main/java/com/google/security/zynamics/binnavi/standardplugins/callresolver/CallResolverDialog.java/#L58-L571,0.5
7350,5,7501330,blob,major,33:05.2,class,org.springframework.data.redis.connection.stream.StreamRecords,git@github.com:spring-projects/spring-data-redis.git,2eb7067e8c7e859168a281145cc46ccddb42049f,/src/main/java/org/springframework/data/redis/connection/stream/StreamRecords.java,37,435,https://github.com/spring-projects/spring-data-redis/blob/2eb7067e8c7e859168a281145cc46ccddb42049f/src/main/java/org/springframework/data/redis/connection/stream/StreamRecords.java/#L37-L435,1
7354,5,6379553,blob,critical,34:32.0,class,org.eclipse.jface.fieldassist.ContentProposalAdapter,git@github.com:eclipse/eclipse.platform.ui.git,e3bbb556534a1fb945e1036948325d14a8dd9c7a,/bundles/org.eclipse.jface/src/org/eclipse/jface/fieldassist/ContentProposalAdapter.java,63,2173,https://github.com/eclipse/eclipse.platform.ui/blob/e3bbb556534a1fb945e1036948325d14a8dd9c7a/bundles/org.eclipse.jface/src/org/eclipse/jface/fieldassist/ContentProposalAdapter.java/#L63-L2173,1
7465,4,6141685,blob,major,58:04.9,class,org.eclipse.dltk.core.tests.ProjectSetup,git@github.com:eclipse/dltk.core.git,ff5ee79db0c2234347cb3f956de9b31047f43613,/core/tests/org.eclipse.dltk.core.tests/src/org/eclipse/dltk/core/tests/ProjectSetup.java,55,349,https://github.com/eclipse/dltk.core/blob/ff5ee79db0c2234347cb3f956de9b31047f43613/core/tests/org.eclipse.dltk.core.tests/src/org/eclipse/dltk/core/tests/ProjectSetup.java/#L55-L349,1
7539,4,5183069,blob,major,52:39.4,class,org.apache.mina.coap.codec.CoapEncoder,git@github.com:apache/mina.git,daf2a33fed5fccb096ce75ab9263ec9a48561942,/coap/src/main/java/org/apache/mina/coap/codec/CoapEncoder.java,38,155,https://github.com/apache/mina/blob/daf2a33fed5fccb096ce75ab9263ec9a48561942/coap/src/main/java/org/apache/mina/coap/codec/CoapEncoder.java/#L38-L155,0.5
7591,3,5925637,blob,major,22:33.8,class,org.apache.zeppelin.interpreter.RemoteInterpreterEventServer,git@github.com:apache/zeppelin.git,4219d552349f8f7f3e6de34505b8a8ae9835f98b,/zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/RemoteInterpreterEventServer.java,66,485,https://github.com/apache/zeppelin/blob/4219d552349f8f7f3e6de34505b8a8ae9835f98b/zeppelin-zengine/src/main/java/org/apache/zeppelin/interpreter/RemoteInterpreterEventServer.java/#L66-L485,1
7637,3,4296219,blob,critical,42:51.0,class,org.apache.directory.fortress.web.panel.ConstraintBasePanel,git@github.com:apache/directory-fortress-commander.git,73aadbad04fc9ec8b14faa2191c4c9545f3396a4,/src/main/java/org/apache/directory/fortress/web/panel/ConstraintBasePanel.java,44,505,https://github.com/apache/directory-fortress-commander/blob/73aadbad04fc9ec8b14faa2191c4c9545f3396a4/src/main/java/org/apache/directory/fortress/web/panel/ConstraintBasePanel.java/#L44-L505,0.5
7648,3,9186714,blob,major,05:29.0,class,org.eclipse.birt.report.engine.emitter.IContentEmitter,git@github.com:eclipse/birt.git,f89264810347de98702db45386a822aabc0fadbf,/engine/org.eclipse.birt.report.engine/src/org/eclipse/birt/report/engine/emitter/IContentEmitter.java,39,126,https://github.com/eclipse/birt/blob/f89264810347de98702db45386a822aabc0fadbf/engine/org.eclipse.birt.report.engine/src/org/eclipse/birt/report/engine/emitter/IContentEmitter.java/#L39-L126,1
7652,3,6260668,blob,major,05:48.2,class,ICEDocCleaner,git@github.com:eclipse/ice.git,3f6e0265f5b476ff90a660397ce83992944142c4,/utils/ICEDocCleaner/src/ICEDocCleaner.java,36,131,https://github.com/eclipse/ice/blob/3f6e0265f5b476ff90a660397ce83992944142c4/utils/ICEDocCleaner/src/ICEDocCleaner.java/#L36-L131,1
7654,3,7895531,blob,major,06:15.3,class,com.facebook.buck.distributed.thrift.MultiGetBuildSlaveLogDirResponse,git@github.com:facebook/buck.git,1bc8d383ea5cb153ca9bf4f2807e6be498648523,/src-gen/com/facebook/buck/distributed/thrift/MultiGetBuildSlaveLogDirResponse.java,9,423,https://github.com/facebook/buck/blob/1bc8d383ea5cb153ca9bf4f2807e6be498648523/src-gen/com/facebook/buck/distributed/thrift/MultiGetBuildSlaveLogDirResponse.java/#L9-L423,1
7667,3,5220265,blob,major,48:10.8,class,org.apache.ode.bpel.compiler.wsdl.WSDLReaderImpl,git@github.com:apache/ode.git,b2ddc6436891f84f716ffcbed8c1cd1e374bd805,/bpel-compiler/src/main/java/org/apache/ode/bpel/compiler/wsdl/WSDLReaderImpl.java,52,177,https://github.com/apache/ode/blob/b2ddc6436891f84f716ffcbed8c1cd1e374bd805/bpel-compiler/src/main/java/org/apache/ode/bpel/compiler/wsdl/WSDLReaderImpl.java/#L52-L177,1
7672,3,6531904,blob,critical,48:42.0,class,org.eclipse.smarthome.automation.core.internal.RuleRegistryImpl,git@github.com:eclipse/smarthome.git,b8455de15d65512e8fac4e94d42de6ab2fccf1c5,/bundles/automation/org.eclipse.smarthome.automation.core/src/main/java/org/eclipse/smarthome/automation/core/internal/RuleRegistryImpl.java,103,692,https://github.com/eclipse/smarthome/blob/b8455de15d65512e8fac4e94d42de6ab2fccf1c5/bundles/automation/org.eclipse.smarthome.automation.core/src/main/java/org/eclipse/smarthome/automation/core/internal/RuleRegistryImpl.java/#L103-L692,1
7677,3,9429785,blob,critical,50:21.6,class,sun.tools.jconsole.ConnectDialog,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb,/src/jdk.jconsole/share/classes/sun/tools/jconsole/ConnectDialog.java,45,768,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/jdk.jconsole/share/classes/sun/tools/jconsole/ConnectDialog.java/#L45-L768,1
7679,3,9158392,blob,major,50:33.7,class,org.eclipse.birt.report.designer.internal.lib.providers.LibraryBreadcrumbNodeProvider,git@github.com:eclipse/birt.git,f89264810347de98702db45386a822aabc0fadbf,/UI/org.eclipse.birt.report.designer.ui.lib/src/org/eclipse/birt/report/designer/internal/lib/providers/LibraryBreadcrumbNodeProvider.java,31,127,https://github.com/eclipse/birt/blob/f89264810347de98702db45386a822aabc0fadbf/UI/org.eclipse.birt.report.designer.ui.lib/src/org/eclipse/birt/report/designer/internal/lib/providers/LibraryBreadcrumbNodeProvider.java/#L31-L127,1
7716,3,9322941,blob,major,52:50.0,class,com.sun.xml.internal.stream.writers.XMLDOMWriterImpl,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb,/src/java.xml/share/classes/com/sun/xml/internal/stream/writers/XMLDOMWriterImpl.java,62,717,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/java.xml/share/classes/com/sun/xml/internal/stream/writers/XMLDOMWriterImpl.java/#L62-L717,1
7726,3,4628752,blob,major,57:53.4,class,org.codehaus.groovy.transform.SortableASTTransformation,git@github.com:apache/groovy.git,00ee0547c00673a93e0843a9d72c8e4293d1efdb,/src/main/java/org/codehaus/groovy/transform/SortableASTTransformation.java,82,265,https://github.com/apache/groovy/blob/00ee0547c00673a93e0843a9d72c8e4293d1efdb/src/main/java/org/codehaus/groovy/transform/SortableASTTransformation.java/#L82-L265,1
7738,3,8575939,blob,critical,13:12.0,class,org.apache.hadoop.hbase.master.assignment.SplitTableRegionProcedure,git@github.com:apache/hbase.git,44f8abd5c65c59e9d09f6ad14b3c825f145d8e4f,/hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/SplitTableRegionProcedure.java,91,897,https://github.com/apache/hbase/blob/44f8abd5c65c59e9d09f6ad14b3c825f145d8e4f/hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/SplitTableRegionProcedure.java/#L91-L897,1
7750,3,5589404,blob,major,44:28.3,class,org.apache.poi.hwpf.model.types.LFOAbstractType,git@github.com:apache/poi.git,351623a86924dab9c565e08e8cecfe151522c448,/src/scratchpad/src/org/apache/poi/hwpf/model/types/LFOAbstractType.java,38,290,https://github.com/apache/poi/blob/351623a86924dab9c565e08e8cecfe151522c448/src/scratchpad/src/org/apache/poi/hwpf/model/types/LFOAbstractType.java/#L38-L290,1
7756,3,6637734,blob,major,45:07.2,class,com.example.rps.MainActivity,git@github.com:facebook/facebook-android-sdk.git,81ca34a2a0f7ee391f90c6051c5a22e5bc8663c2,/samples/RPSSample/src/com/example/rps/MainActivity.java,47,287,https://github.com/facebook/facebook-android-sdk/blob/81ca34a2a0f7ee391f90c6051c5a22e5bc8663c2/samples/RPSSample/src/com/example/rps/MainActivity.java/#L47-L287,1
7788,3,9082528,blob,critical,47:29.1,class,org.eclipse.jdt.internal.codeassist.InternalCompletionProposal,git@github.com:eclipse/eclipse.jdt.core.git,24d47c292ed4bd8fdc28b3c2f9afdab1401d025c,/org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/InternalCompletionProposal.java,46,1199,https://github.com/eclipse/eclipse.jdt.core/blob/24d47c292ed4bd8fdc28b3c2f9afdab1401d025c/org.eclipse.jdt.core/codeassist/org/eclipse/jdt/internal/codeassist/InternalCompletionProposal.java/#L46-L1199,0.5
7797,3,6999436,blob,major,48:06.1,class,org.physical_web.physicalweb.MainActivity,git@github.com:google/physical-web.git,12604319e99b6d6dff451fc5a58a13a271f1dc7a,/android/PhysicalWeb/app/src/main/java/org/physical_web/physicalweb/MainActivity.java,39,228,https://github.com/google/physical-web/blob/12604319e99b6d6dff451fc5a58a13a271f1dc7a/android/PhysicalWeb/app/src/main/java/org/physical_web/physicalweb/MainActivity.java/#L39-L228,0
7804,3,4401103,blob,critical,48:38.2,class,org.apache.directory.studio.apacheds.configuration.editor.PasswordPolicyDetailsPage,git@github.com:apache/directory-studio.git,e8f15ea553a3ae7bebc2fe96d6a2864e188f8017,/plugins/apacheds.configuration/src/main/java/org/apache/directory/studio/apacheds/configuration/editor/PasswordPolicyDetailsPage.java,110,1248,https://github.com/apache/directory-studio/blob/e8f15ea553a3ae7bebc2fe96d6a2864e188f8017/plugins/apacheds.configuration/src/main/java/org/apache/directory/studio/apacheds/configuration/editor/PasswordPolicyDetailsPage.java/#L110-L1248,1
7829,3,8877416,blob,critical,32:53.7,class,org.apache.hadoop.hive.ql.exec.ExplainTask,git@github.com:apache/hive.git,2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53,/ql/src/java/org/apache/hadoop/hive/ql/exec/ExplainTask.java,84,1302,https://github.com/apache/hive/blob/2fa22bf360898dc8fd1408bfcc96e1c6aeaf9a53/ql/src/java/org/apache/hadoop/hive/ql/exec/ExplainTask.java/#L84-L1302,1
7846,3,7930012,blob,major,10:27.7,class,org.eclipse.draw2d.PolylineConnection,git@github.com:eclipse/gef-legacy.git,14563a9e1f2af636a5364d195cf07dbff6f35fa6,/org.eclipse.draw2d/src/org/eclipse/draw2d/PolylineConnection.java,36,392,https://github.com/eclipse/gef-legacy/blob/14563a9e1f2af636a5364d195cf07dbff6f35fa6/org.eclipse.draw2d/src/org/eclipse/draw2d/PolylineConnection.java/#L36-L392,0
7848,3,9096815,blob,major,10:46.8,class,com.oracle.truffle.r.nodes.access.vector.SearchFirstStringNode,git@github.com:oracle/fastr.git,a1ee49060317621c0c9eceea8ec60040aca59b2d,/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/access/vector/SearchFirstStringNode.java,46,361,https://github.com/oracle/fastr/blob/a1ee49060317621c0c9eceea8ec60040aca59b2d/com.oracle.truffle.r.nodes/src/com/oracle/truffle/r/nodes/access/vector/SearchFirstStringNode.java/#L46-L361,1
7855,3,8822271,blob,major,16:20.8,class,org.apache.airavata.registry.api.RegistryService.getAllApplicationInterfaceNames_args,git@github.com:apache/airavata.git,391843a00eefa7b6213e845f2f044b4e042894d5,/modules/registry/registry-server/registry-api-stubs/src/main/java/org/apache/airavata/registry/api/RegistryService.java,72161,72513,https://github.com/apache/airavata/blob/391843a00eefa7b6213e845f2f044b4e042894d5/modules/registry/registry-server/registry-api-stubs/src/main/java/org/apache/airavata/registry/api/RegistryService.java/#L72161-L72513,1
7895,3,9251392,blob,critical,29:40.5,class,com.sun.tools.javac.comp.Annotate,git@github.com:SAP/SapMachine.git,6e62561730c46dc5000c39665c43951832192ceb,/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Annotate.java,78,1365,https://github.com/SAP/SapMachine/blob/6e62561730c46dc5000c39665c43951832192ceb/src/jdk.compiler/share/classes/com/sun/tools/javac/comp/Annotate.java/#L78-L1365,1
7901,3,5333655,blob,major,31:05.8,class,org.apache.nifi.controller.queue.clustered.server.ConnectionLoadBalanceServer,git@github.com:apache/nifi.git,c8eff590efa3babcda0b755009224dcac168708b,/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core/src/main/java/org/apache/nifi/controller/queue/clustered/server/ConnectionLoadBalanceServer.java,42,251,https://github.com/apache/nifi/blob/c8eff590efa3babcda0b755009224dcac168708b/nifi-nar-bundles/nifi-framework-bundle/nifi-framework/nifi-framework-core/src/main/java/org/apache/nifi/controller/queue/clustered/server/ConnectionLoadBalanceServer.java/#L42-L251,1
7950,3,7341179,blob,major,25:31.1,class,com.microsoft.tfs.client.eclipse.ui.wizard.teamprojectwizard.EclipseTeamProjectWizard,git@github.com:Microsoft/team-explorer-everywhere.git,89ab2a4847aec8ec2afdf36c3f6287dd03bd558d,/source/com.microsoft.tfs.client.eclipse.ui/src/com/microsoft/tfs/client/eclipse/ui/wizard/teamprojectwizard/EclipseTeamProjectWizard.java,31,196,https://github.com/Microsoft/team-explorer-everywhere/blob/89ab2a4847aec8ec2afdf36c3f6287dd03bd558d/source/com.microsoft.tfs.client.eclipse.ui/src/com/microsoft/tfs/client/eclipse/ui/wizard/teamprojectwizard/EclipseTeamProjectWizard.java/#L31-L196,1
7969,3,6589712,blob,major,27:26.1,class,org.eclipse.ui.internal.dialogs.WorkbenchPreferencePage,git@github.com:eclipse/rap.git,6295da95d01da6669c91bd4b058db9b89f35abaf,/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/dialogs/WorkbenchPreferencePage.java,41,395,https://github.com/eclipse/rap/blob/6295da95d01da6669c91bd4b058db9b89f35abaf/bundles/org.eclipse.rap.ui.workbench/Eclipse UI/org/eclipse/ui/internal/dialogs/WorkbenchPreferencePage.java/#L41-L395,1
7998,3,5596503,blob,critical,29:58.6,class,org.apache.royale.compiler.internal.codegen.js.amd.JSAMDEmitter,git@github.com:apache/royale-compiler.git,fbd9bc3b9e48c80dbd8c1d32a6f83221e314efdd,/compiler-jx/src/main/java/org/apache/royale/compiler/internal/codegen/js/amd/JSAMDEmitter.java,78,971,https://github.com/apache/royale-compiler/blob/fbd9bc3b9e48c80dbd8c1d32a6f83221e314efdd/compiler-jx/src/main/java/org/apache/royale/compiler/internal/codegen/js/amd/JSAMDEmitter.java/#L78-L971,1
8068,3,8151887,blob,major,42:25.9,class,org.apache.axis.wsdl.SkeletonImpl,git@github.com:apache/axis1-java.git,7043f1ab0397d1ae35f879f2bcc99be1e9b55644,/axis-rt-core/src/main/java/org/apache/axis/wsdl/SkeletonImpl.java,25,225,https://github.com/apache/axis1-java/blob/7043f1ab0397d1ae35f879f2bcc99be1e9b55644/axis-rt-core/src/main/java/org/apache/axis/wsdl/SkeletonImpl.java/#L25-L225,1
8078,3,3727271,blob,critical,08:50.2,class,com.alibaba.druid.pool.DruidPooledCallableStatement,git@github.com:alibaba/druid.git,768469fe4d1340efe1036453366a58c9ab7e30d1,/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java,40,1089,https://github.com/alibaba/druid/blob/768469fe4d1340efe1036453366a58c9ab7e30d1/src/main/java/com/alibaba/druid/pool/DruidPooledCallableStatement.java/#L40-L1089,1
8080,3,4757534,blob,major,06:34.6,class,org.apache.plc4x.java.ethernetip.netty.Plc4XEtherNetIpProtocol,git@github.com:apache/incubator-plc4x.git,4fbfabf5a33198613b8478259ab85771c740fb0e,/plc4j/protocols/ethernet-ip/src/main/java/org/apache/plc4x/java/ethernetip/netty/Plc4XEtherNetIpProtocol.java,56,497,https://github.com/apache/incubator-plc4x/blob/4fbfabf5a33198613b8478259ab85771c740fb0e/plc4j/protocols/ethernet-ip/src/main/java/org/apache/plc4x/java/ethernetip/netty/Plc4XEtherNetIpProtocol.java/#L56-L497,0.5
8108,3,5327402,blob,major,14:33.3,class,org.apache.nifi.provenance.lucene.DeleteIndexAction,git@github.com:apache/nifi.git,c8eff590efa3babcda0b755009224dcac168708b,/nifi-nar-bundles/nifi-provenance-repository-bundle/nifi-persistent-provenance-repository/src/main/java/org/apache/nifi/provenance/lucene/DeleteIndexAction.java,34,122,https://github.com/apache/nifi/blob/c8eff590efa3babcda0b755009224dcac168708b/nifi-nar-bundles/nifi-provenance-repository-bundle/nifi-persistent-provenance-repository/src/main/java/org/apache/nifi/provenance/lucene/DeleteIndexAction.java/#L34-L122,1
